Compound,Elements,Element_numbers,H_f,E_total,#_atoms
Y2Te5O13,"['Y', 'Te', 'O']","[4, 10, 26]",-1.9937245578,-721.72643931,40
Y2TeO6,"['Y', 'Te', 'O']","[8, 4, 24]",-2.9080149039,-623.26680454,36
Y3BrO4,"['Y', 'Br', 'O']","[6, 2, 8]",-3.7453278994,-314.41364939,16
Y3Se4,"['Y', 'Se']","[6, 8]",-1.9946595771000002,-355.3917716,14
Y4C5,"['Y', 'C']","[8, 10]",-0.4788225672,-332.13191621,18
Y4C7,"['Y', 'C']","[8, 14]",-0.44695848050000003,-373.71720057,22
Y4H9NO13,"['Y', 'H', 'N', 'O']","[8, 18, 2, 26]",-2.1267063407,-578.2132464,54
Y5S7,"['Y', 'S']","[5, 7]",-2.4108381066,-235.37482447,12
YBr2,"['Y', 'Br']","[2, 4]",-1.896263125,-143.62967275,6
YBr3,"['Y', 'Br']","[2, 6]",-2.04042903,-186.87837324,8
YCl3,"['Y', 'Cl']","[2, 6]",-2.6328903275,-123.92131162,8
YClO,"['Y', 'Cl', 'O']","[2, 2, 2]",-3.5089541233,-104.74897674,6
YF3,"['Y', 'F']","[3, 9]",-4.2848364258,-166.24628851,12
YH2,"['Y', 'H']","[1, 2]",-0.8276607967,-37.21368239,3
YH3,"['Y', 'H']","[6, 18]",-0.7354710879,-246.75800611,24
YHO2,"['Y', 'H', 'O']","[2, 2, 4]",-2.9454213275,-110.74044862,8
YHSe,"['Y', 'H', 'Se']","[1, 1, 1]",-1.6644576533,-56.33624015,3
YI3,"['Y', 'I']","[2, 6]",-1.6182764512999999,-288.63182661,8
YI3O9,"['Y', 'I', 'O']","[4, 12, 36]",-1.1827122567,-834.48086935,52
YN,"['Y', 'N']","[1, 1]",-2.041088025,-41.18904955,2
YP,"['Y', 'P']","[1, 1]",-1.865341285,-41.96212471,2
YP3O9,"['Y', 'P', 'O']","[4, 12, 36]",-2.8210877223,-604.49686924,52
YP5,"['Y', 'P']","[2, 10]",-0.6450797358,-167.46977823,12
YPO4,"['Y', 'P', 'O']","[2, 2, 8]",-3.4000898225,-166.51031815,12
YS,"['Y', 'S']","[1, 1]",-2.2749059485,-41.99140721,2
YSe,"['Y', 'Se']","[1, 1]",-1.9937305850000002,-51.87657836,2
YSeF,"['Y', 'Se', 'F']","[8, 8, 8]",-3.2048142592,-487.90283654,24
YSF,"['Y', 'S', 'F']","[2, 2, 2]",-3.3696272123,-102.0695431,6
YTe,"['Y', 'Te']","[1, 1]",-1.596654655,-68.07990931,2
YTe2,"['Y', 'Te']","[2, 4]",-1.45435549,-212.62613294,6
Zn,['Zn'],[2],0.0,-26.94115804,2
ZnBr2,"['Zn', 'Br']","[16, 32]",-1.1229630915,-882.27738039,48
ZnCl2,"['Zn', 'Cl']","[4, 8]",-1.3481797042,-133.00960845,12
ZnCN2,"['Zn', 'C', 'N']","[4, 4, 8]",-0.16821762810000002,-171.21427405,16
ZnCO3,"['Zn', 'C', 'O']","[2, 2, 6]",-1.6104549060000002,-100.16601806,10
ZnF2,"['Zn', 'F']","[2, 4]",-2.5521125967,-56.19105398,6
ZnH2O2,"['Zn', 'H', 'O']","[4, 8, 8]",-1.3104751399999999,-156.9682588,20
ZnH2S2O8,"['Zn', 'H', 'S', 'O']","[2, 4, 4, 16]",-1.4496146588,-215.41247438,26
ZnH2SO5,"['Zn', 'H', 'S', 'O']","[2, 4, 2, 10]",-1.4919897786,-148.40675164,18
ZnH3CNO3,"['Zn', 'H', 'C', 'N', 'O']","[4, 12, 4, 4, 12]",-1.0838274367,-285.72041972,36
ZnH4N2O8,"['Zn', 'H', 'N', 'O']","[2, 8, 4, 16]",-0.7957427220000001,-214.07088766,30
ZnI2,"['Zn', 'I']","[2, 4]",-0.6448983967,-177.50340038,6
ZnI2O6,"['Zn', 'I', 'O']","[4, 8, 24]",-0.7318198164,-521.35260139,36
ZnO,"['Zn', 'O']","[2, 2]",-1.66517223,-45.91347792,4
ZnS,"['Zn', 'S']","[4, 4]",-0.9507320210000001,-99.96183742,8
ZnSO4,"['Zn', 'S', 'O']","[4, 4, 16]",-1.6416468487,-230.24821762,24
Zr,['Zr'],[2],0.0,-61.38977188,2
Zr2P2O9,"['Zr', 'P', 'O']","[4, 4, 18]",-3.1889396104,-358.12929943,26
Zr2Se,"['Zr', 'Se']","[24, 12]",-1.0529061942,-1015.37322927,36
Zr2SN2,"['Zr', 'S', 'N']","[4, 2, 4]",-2.0279788074,-199.4308727,10
Zr2Te2P,"['Zr', 'Te', 'P']","[2, 2, 1]",-1.29661966,-152.40794044,5
Zr3N2,"['Zr', 'N']","[6, 4]",-1.638646015,-237.69055415,10
Zr3N4,"['Zr', 'N']","[12, 16]",-1.8712589607,-569.2728269,28
Zr3O,"['Zr', 'O']","[6, 2]",-1.5651421963,-209.00212657,8
Zr3P,"['Zr', 'P']","[24, 8]",-0.9490449259,-850.31297475,32
Zr3Te,"['Zr', 'Te']","[12, 4]",-0.6337477219000001,-526.73236355,16
Zr5Te4,"['Zr', 'Te']","[5, 4]",-1.0180955844,-310.89096026,9
Zr7P4,"['Zr', 'P']","[14, 8]",-1.2808583277,-541.17342033,22
ZrH2,"['Zr', 'H']","[1, 2]",-0.6571736767,-39.57392103,3
ZrN,"['Zr', 'N']","[1, 1]",-1.99761786,-43.97380922,2
ZrO2,"['Zr', 'O']","[4, 8]",-3.8459404892,-218.17724187,12
ZrP,"['Zr', 'P']","[4, 4]",-1.5321680212,-176.66991273,8
ZrP2,"['Zr', 'P']","[4, 8]",-1.06496467,-218.82511316,12
ZrP2H2O6,"['Zr', 'P', 'H', 'O']","[1, 2, 2, 6]",-2.3931117691,-121.67788074,11
ZrP2H2O8,"['Zr', 'P', 'H', 'O']","[4, 8, 8, 32]",-2.5187552175,-561.63623243,52
ZrP2O7,"['Zr', 'P', 'O']","[2, 4, 14]",-2.939760126,-247.99909408,20
ZrP2S6,"['Zr', 'P', 'S']","[2, 4, 12]",-0.8059031708000001,-232.94976939,18
ZrP2S7,"['Zr', 'P', 'S']","[4, 8, 28]",-0.7553743829,-505.5755812,40
ZrS,"['Zr', 'S']","[1, 1]",-1.8603191385,-44.03393359,2
ZrS2,"['Zr', 'S']","[1, 2]",-1.7869674047,-55.29259284,3
ZrS2O8,"['Zr', 'S', 'O']","[4, 8, 32]",-2.1456274592,-491.11979471,44
ZrS3,"['Zr', 'S']","[2, 6]",-1.4200252577999999,-130.46037394,8
ZrSe,"['Zr', 'Se']","[1, 1]",-1.533744905,-53.828307,2
ZrSe2,"['Zr', 'Se']","[1, 2]",-1.5412726667,-75.45055238,3
ZrSe3,"['Zr', 'Se']","[2, 6]",-1.2225873725,-191.56600212,8
ZrTe,"['Zr', 'Te']","[1, 1]",-1.098669285,-69.95563857,2
ZrTe2,"['Zr', 'Te']","[1, 2]",-1.1027240467,-108.12987214,3
ZrTe3,"['Zr', 'Te']","[2, 6]",-0.9327224825,-291.23197986,8
ZrTe3O8,"['Zr', 'Te', 'O']","[4, 12, 32]",-1.8841111557999999,-854.96315948,48
ZrTe5,"['Zr', 'Te']","[2, 10]",-0.71959377,-440.65892524,12
