Compound,Elements,Element_numbers,H_f,E_total,#_atoms
Cr3S4,"['Cr', 'S']","[3, 4]",-1.0807667639999994,-101.1912486,7
Cr3Se4,"['Cr', 'Se']","[3, 4]",-0.8687776057142855,-141.497412,7
Cr5S8,"['Cr', 'S']","[5, 8]",-0.9937312512307677,-181.78616877,13
Cr5Se8,"['Cr', 'Se']","[5, 8]",-0.8531386361538449,-263.53863979,13
Cr5Te8,"['Cr', 'Te']","[5, 8]",-0.5931935461538449,-396.1392161,13
Cr7C3,"['Cr', 'C']","[28, 12]",-0.06791409874999772,-638.58437595,40
Cr7P6O24,"['Cr', 'P', 'O']","[7, 6, 24]",-2.4891844575675663,-430.97704577,37
CrBr3,"['Cr', 'Br']","[6, 18]",-1.2734595341666666,-485.59325182,24
CrBrO,"['Cr', 'Br', 'O']","[2, 2, 2]",-1.9769749183333356,-99.24448551,6
CrCl3,"['Cr', 'Cl']","[6, 18]",-1.5922939979166664,-290.15502295,24
CrClO,"['Cr', 'Cl', 'O']","[2, 2, 2]",-2.1539109766666655,-77.74051786,6
CrF3,"['Cr', 'F']","[2, 6]",-3.1586959637499996,-82.94353531,8
CrF4,"['Cr', 'F']","[8, 32]",-2.6922348727499994,-366.25962211,40
CrF5,"['Cr', 'F']","[4, 20]",-2.3549654079166658,-199.74146179,24
CrH9Br3N3,"['Cr', 'H', 'Br', 'N']","[2, 18, 6, 6]",-0.7368271896874994,-293.12475207,32
CrHO2,"['Cr', 'H', 'O']","[1, 1, 2]",-2.0639383650000003,-42.40519246,4
CrHSe3O8,"['Cr', 'H', 'Se', 'O']","[4, 4, 12, 32]",-1.2251309874999992,-588.83464163,52
CrI2,"['Cr', 'I']","[1, 2]",-0.6158352199999987,-93.57801066,3
CrN,"['Cr', 'N']","[1, 1]",-0.6198715249999989,-28.90751655,2
CrO2,"['Cr', 'O']","[2, 4]",-2.3368778866666653,-75.41264532,6
CrP,"['Cr', 'P']","[4, 4]",-0.5405870124999996,-119.49406466,8
CrP2,"['Cr', 'P']","[2, 4]",-0.4123058333333323,-80.87500356,6
CrP3H2O10,"['Cr', 'P', 'H', 'O']","[4, 12, 8, 40]",-2.2199771140625,-614.37562098,64
CrP3O9,"['Cr', 'P', 'O']","[6, 18, 54]",-2.462370387692307,-822.13075176,78
CrP4,"['Cr', 'P']","[2, 8]",-0.3057952209999996,-123.09208933,10
CrPO4,"['Cr', 'P', 'O']","[6, 6, 24]",-2.565311070000001,-412.84431936,36
CrPS4,"['Cr', 'P', 'S']","[2, 2, 8]",-0.6668362313333347,-142.53388156,12
CrSBr,"['Cr', 'S', 'Br']","[2, 2, 2]",-1.2142003890000008,-101.59303996,6
CrSe2,"['Cr', 'Se']","[1, 2]",-0.6861879866666646,-60.57449834,3
CS14,"['C', 'S']","[1, 14]",0.051239438133332746,-143.98169381,15
Cu,['Cu'],[2],0.0,-30.32106997,2
Cu2Cl2O,"['Cu', 'Cl', 'O']","[4, 4, 2]",-0.8005050799999992,-112.4331658,10
Cu2O,"['Cu', 'O']","[4, 2]",-0.5226209016666653,-76.08931441,6
Cu2SO4,"['Cu', 'S', 'O']","[4, 2, 8]",-1.038743935999999,-143.66756173,14
Cu2SO5,"['Cu', 'S', 'O']","[4, 2, 10]",-1.1955167683750005,-160.56500392,16
Cu3H2C2O8,"['Cu', 'H', 'C', 'O']","[6, 4, 4, 16]",-1.1665648976666678,-278.63866293,30
Cu7S4,"['Cu', 'S']","[28, 16]",-0.21785041709090727,-587.97374336,44
CuBr,"['Cu', 'Br']","[1, 1]",-0.3759775850000011,-35.06387867,2
CuBr2,"['Cu', 'Br']","[1, 2]",-0.5523585200000009,-55.12042256,3
CuCl,"['Cu', 'Cl']","[1, 1]",-0.5181143549999998,-24.06536021,2
CuCl2,"['Cu', 'Cl']","[1, 2]",-0.7490259966666658,-33.14484099,3
CuClF10,"['Cu', 'Cl', 'F']","[2, 2, 20]",-0.7020919545833332,-132.59436191,24
CuF2,"['Cu', 'F']","[2, 4]",-1.861820363333332,-55.42910058,6
CuHIO4,"['Cu', 'H', 'I', 'O']","[4, 4, 4, 16]",-0.7058514896428575,-339.40636371,28
CuI,"['Cu', 'I']","[1, 1]",-0.13729749999999896,-52.1082975,2
CuI2,"['Cu', 'I']","[1, 2]",-0.11901939999999911,-88.8639632,3
CuI2O6,"['Cu', 'I', 'O']","[2, 4, 12]",-0.5241502705555534,-260.31804887,18
CuN2O6,"['Cu', 'N', 'O']","[4, 8, 24]",-0.3735593849999993,-296.09859386,36
CuO,"['Cu', 'O']","[2, 2]",-0.8192268949999999,-45.90949658,4
CuS,"['Cu', 'S']","[6, 6]",-0.2743344418333322,-151.96538518,12
CuS2,"['Cu', 'S']","[2, 4]",-0.18171580133333265,-69.88487606,6
CuSO4,"['Cu', 'S', 'O']","[4, 4, 16]",-1.3293796540833327,-229.51340495,24
F,['F'],[8],0.0,-27.72736041,8
Fe,['Fe'],[2],0.0,-36.20870571,2
Fe2H4O2F5,"['Fe', 'H', 'O', 'F']","[4, 8, 4, 10]",-1.8732119007692314,-208.21723342,26
Fe2O3,"['Fe', 'O']","[16, 24]",-1.6342355245000006,-502.77888898,40
Fe2P,"['Fe', 'P']","[12, 6]",-0.4001900150000021,-286.90567311,18
Fe2P2O7,"['Fe', 'P', 'O']","[2, 2, 7]",-2.1507052627272727,-123.77360367,11
Fe2PO5,"['Fe', 'P', 'O']","[4, 2, 10]",-2.004880223125001,-186.87011285,16
Fe2S3O12,"['Fe', 'S', 'O']","[4, 6, 24]",-1.5829026959411763,-331.68573154,34
Fe2Te3O9,"['Fe', 'Te', 'O']","[8, 12, 36]",-1.3908108191071429,-889.09000787,56
Fe2TeO6,"['Fe', 'Te', 'O']","[4, 2, 12]",-1.4569116722222237,-246.6383441,18
Fe3H4O2F8,"['Fe', 'H', 'O', 'F']","[3, 4, 2, 8]",-2.0072938617647056,-142.43814145,17
Fe3N,"['Fe', 'N']","[6, 2]",-0.1078885825000011,-128.05685566,8
Fe3O4,"['Fe', 'O']","[24, 32]",-1.471331830892859,-713.88560653,56
Fe3P,"['Fe', 'P']","[12, 4]",-0.34305134062500287,-264.37459001,16
Fe3P2O8,"['Fe', 'P', 'O']","[6, 4, 16]",-1.8491418103846162,-296.82976763,26
Fe3P4H12N2O16,"['Fe', 'P', 'H', 'N', 'O']","[6, 8, 24, 4, 32]",-1.5840175866216217,-626.11975653,74
FeBr2,"['Fe', 'Br']","[1, 2]",-0.8457937600000017,-58.94462828,3
FeBr3,"['Fe', 'Br']","[2, 6]",-0.6759555699999993,-156.52498556,8
FeCl2,"['Fe', 'Cl']","[1, 2]",-1.077416490000002,-37.07391247,3
FeCl3,"['Fe', 'Cl']","[2, 6]",-1.0985051599999984,-92.20863028,8
FeClO,"['Fe', 'Cl', 'O']","[2, 2, 2]",-1.4233910416666689,-72.79799825,6
FeF2,"['Fe', 'F']","[2, 4]",-2.3747618566666673,-64.39454954,6
FeF3,"['Fe', 'F']","[4, 12]",-2.390463630625,-152.47655329,16
FeH,"['Fe', 'H']","[4, 4]",0.009261497499998939,-86.15850802,8
FeH2O2,"['Fe', 'H', 'O']","[1, 2, 2]",-1.167666356000001,-43.16182078,5
FeH2SO5,"['Fe', 'H', 'S', 'O']","[2, 4, 2, 10]",-1.433366631888889,-156.619135,18
FeH4Br3N,"['Fe', 'H', 'Br', 'N']","[2, 8, 6, 2]",-0.6990087438888885,-209.89684539,18
FeH4C2O6,"['Fe', 'H', 'C', 'O']","[2, 8, 4, 12]",-1.1851433780769232,-208.89306583,26
FeH4Cl2O2,"['Fe', 'H', 'Cl', 'O']","[1, 4, 2, 2]",-1.1118580944444447,-69.97497485,9
FeH6C2N2O4,"['Fe', 'H', 'C', 'N', 'O']","[2, 12, 4, 4, 8]",-0.8294015476666677,-229.28790043,30
FeH8Br2O4,"['Fe', 'H', 'Br', 'O']","[2, 16, 4, 8]",-1.0451016930000008,-248.67390079,30
FeHO2,"['Fe', 'H', 'O']","[4, 4, 8]",-1.374985661250001,-157.47872658,16
FeI2,"['Fe', 'I']","[1, 2]",-0.3057671166666675,-92.36810635,3
FeI3O9,"['Fe', 'I', 'O']","[2, 6, 18]",-0.6210592053846147,-383.19985534,26
FeN,"['Fe', 'N']","[1, 1]",-0.14702129500000183,-27.68211609,2
FeO,"['Fe', 'O']","[1, 1]",-1.2972676400000012,-26.85472978,2
FeP,"['Fe', 'P']","[4, 4]",-0.5048604312500018,-118.08945201,8
FeP2,"['Fe', 'P']","[2, 4]",-0.4984878316666676,-80.83269555,6
FeP2HO7,"['Fe', 'P', 'H', 'O']","[2, 4, 2, 14]",-2.10455326318182,-217.23056335,22
FeP2O6,"['Fe', 'P', 'O']","[4, 8, 24]",-2.2347699772222236,-383.8743243,36
FeP3H5NO10,"['Fe', 'P', 'H', 'N', 'O']","[2, 6, 10, 2, 20]",-1.7873002827499989,-346.37100115,40
FeP4,"['Fe', 'P']","[4, 16]",-0.3919139349999995,-246.78775294,20
FePCl8,"['Fe', 'P', 'Cl']","[4, 4, 32]",-0.959280781000001,-404.2180078,40
FePH2O5,"['Fe', 'P', 'H', 'O']","[2, 2, 4, 10]",-1.847358609444446,-165.65068425,18
FePH5CO4,"['Fe', 'P', 'H', 'C', 'O']","[2, 2, 10, 2, 8]",-1.1860200458333334,-189.45912338,24
FePH6NO5,"['Fe', 'P', 'H', 'N', 'O']","[2, 2, 12, 2, 10]",-1.3409133639285724,-216.14115047,28
FePO4,"['Fe', 'P', 'O']","[3, 3, 12]",-2.1650542455555555,-198.37843684,18
FeS,"['Fe', 'S']","[2, 2]",-0.3826590010000004,-56.97622663,4
FeS2,"['Fe', 'S']","[2, 4]",-0.6125511779999991,-78.35768832,6
FeSe,"['Fe', 'Se']","[2, 2]",-0.13034706000000185,-76.86202262,4
FeSe2,"['Fe', 'Se']","[2, 4]",-0.38731786666666795,-118.79637596,6
FeSeBr7,"['Fe', 'Se', 'Br']","[2, 2, 14]",-0.5602061611111127,-354.54427428,18
FeSeCl7,"['Fe', 'Se', 'Cl']","[2, 2, 14]",-0.755680768888889,-200.10372922,18
FeSO4,"['Fe', 'S', 'O']","[4, 4, 16]",-1.5737813844999995,-247.15464648,24
FeTe2,"['Fe', 'Te']","[2, 4]",-0.29618931833333306,-186.23953591,6
FeTe6O13,"['Fe', 'Te', 'O']","[2, 12, 26]",-1.243437951499999,-690.75777506,40
FeTeBr7,"['Fe', 'Te', 'Br']","[2, 2, 14]",-0.7119362683333337,-391.27038183,18
FeTeCl7,"['Fe', 'Te', 'Cl']","[2, 2, 14]",-0.931023126111111,-237.25485727,18
Ga,['Ga'],[8],0.0,-130.67927213,8
Ga2O3,"['Ga', 'O']","[4, 6]",-2.102100632999999,-123.29537333,10
Ga2S3,"['Ga', 'S']","[4, 6]",-0.7658834171999999,-130.70880605,10
Ga2S3O12,"['Ga', 'S', 'O']","[4, 6, 24]",-1.6942428430000003,-328.39329654,34
Ga2Se3,"['Ga', 'Se']","[4, 6]",-0.637426868999998,-192.10937183,10
Ga2Te5,"['Ga', 'Te']","[2, 5]",-0.3730045771428528,-220.59783204,7
Ga2TeO6,"['Ga', 'Te', 'O']","[4, 2, 12]",-1.745563751111111,-244.75608152,18
Ga3Te3I,"['Ga', 'Te', 'I']","[12, 12, 4]",-0.49064062178571327,-801.21034741,28
Ga7Te10,"['Ga', 'Te']","[14, 20]",-0.4340033994117655,-984.71271558,34
GaBr2,"['Ga', 'Br']","[8, 16]",-0.9287203949999991,-459.39126548,24
GaBr3,"['Ga', 'Br']","[4, 12]",-1.0257426325000019,-311.56856412,16
GaCl2,"['Ga', 'Cl']","[8, 16]",-1.156157838333333,-284.32509212,24
GaCl3,"['Ga', 'Cl']","[2, 6]",-1.2753958824999998,-90.08475606,8
GaF3,"['Ga', 'F']","[6, 18]",-2.830465579166667,-228.6578767,24
GaH3NF3,"['Ga', 'H', 'N', 'F']","[2, 6, 2, 6]",-1.694109154374999,-119.97116107,16
GaHO2,"['Ga', 'H', 'O']","[4, 4, 8]",-1.755167228125,-156.48363165,16
GaI,"['Ga', 'I']","[1, 1]",-0.2719974449999967,-53.55209739,2
GaI2,"['Ga', 'I']","[12, 24]",-0.4634294424999944,-1092.85911993,36
GaI3,"['Ga', 'I']","[4, 12]",-0.5100360362499998,-513.57860658,16
GaI3O9,"['Ga', 'I', 'O']","[2, 6, 18]",-0.7294502915384599,-382.47902358,26
GaN,"['Ga', 'N']","[2, 2]",-0.6388253949999978,-53.79244858,4
GaN5O14,"['Ga', 'N', 'O']","[1, 5, 14]",-0.3733724774999999,-156.40184005,20
GaP,"['Ga', 'P']","[1, 1]",-0.4553532299999983,-27.6538486,2
GaP3H2O10,"['Ga', 'P', 'H', 'O']","[4, 12, 8, 40]",-2.13917107046875,-601.00723419,64
GaPO4,"['Ga', 'P', 'O']","[3, 3, 12]",-2.358701069999998,-196.55557968,18
GaS,"['Ga', 'S']","[4, 4]",-0.7278206010000012,-109.63574606,8
GaSe,"['Ga', 'Se']","[4, 4]",-0.62421424375,-150.59698271,8
GaSeBr7,"['Ga', 'Se', 'Br']","[2, 2, 14]",-0.6582067849999981,-352.76928551,18
GaTe,"['Ga', 'Te']","[6, 6]",-0.45131969249999787,-325.80563631,12
GaTeCl,"['Ga', 'Te', 'Cl']","[4, 4, 4]",-0.8638206966666644,-255.43357436,12
GaTeI7,"['Ga', 'Te', 'I']","[2, 2, 14]",-0.33504531611110777,-626.25225069,18
Gd,['Gd'],[2],0.0,-117.72788687,2
Gd10S19,"['Gd', 'S']","[20, 38]",2.404312295931034,-1403.32690873,58
Gd2Br3N,"['Gd', 'Br', 'N']","[8, 12, 4]",2.0948776174999986,-687.58591318,24
Gd2C3,"['Gd', 'C']","[8, 12]",4.820647442500001,-495.61126315,20
Gd2Cl3,"['Gd', 'Cl']","[4, 6]",3.042344184000001,-252.24394716,10
Gd2NCl3,"['Gd', 'N', 'Cl']","[8, 4, 12]",1.842619802083334,-558.24659675,24
Gd2O3,"['Gd', 'O']","[16, 24]",1.2798079865000034,-1038.36914854,40
Gd2S3,"['Gd', 'S']","[8, 12]",2.812312615299999,-530.08569145,20
Gd2SCl4,"['Gd', 'S', 'Cl']","[4, 2, 8]",1.1363016290000019,-301.73321982,14
Gd2Se3,"['Gd', 'Se']","[8, 12]",3.0595922340000015,-650.5103616,20
Gd2SO6,"['Gd', 'S', 'O']","[8, 4, 24]",-0.1736692032777777,-663.37594057,36
Gd2Te3,"['Gd', 'Te']","[8, 12]",3.5220245175000002,-845.23150965,20
Gd2Te4O11,"['Gd', 'Te', 'O']","[4, 8, 22]",-0.5927244155882363,-687.54290913,34
Gd2TeO6,"['Gd', 'Te', 'O']","[8, 4, 24]",0.0029650202777765523,-766.79712727,36
Gd3NCl6,"['Gd', 'N', 'Cl']","[6, 2, 12]",1.3576221805000017,-439.02188139,20
Gd3S3N,"['Gd', 'S', 'N']","[12, 12, 4]",3.272007790928569,-767.30601961,28
GdBr3,"['Gd', 'Br']","[2, 6]",-2.2156127224999977,-250.36124278,8
GdBrO,"['Gd', 'Br', 'O']","[2, 2, 2]",-3.238584858333335,-187.77374515,6
GdCl3,"['Gd', 'Cl']","[2, 6]",-2.5720268499999968,-185.5158038,8
GdClO,"['Gd', 'Cl', 'O']","[2, 2, 2]",-3.3875281883333295,-166.10182113,6
GdF3,"['Gd', 'F']","[1, 3]",-4.148469340000002,-85.91066116,4
GdH2,"['Gd', 'H']","[1, 2]",-0.7227051899999992,-67.93951557,3
GdH2Br,"['Gd', 'H', 'Br']","[2, 4, 2]",-1.2405202837500013,-179.76980927,8
GdH3,"['Gd', 'H']","[6, 18]",2.5346589625000013,-354.5190849,24
GdH3O3,"['Gd', 'H', 'O']","[2, 6, 6]",-0.29466276500000027,-179.51034571,14
GdH6C4NO9,"['Gd', 'H', 'C', 'N', 'O']","[2, 12, 8, 2, 18]",-0.8057321961904769,-403.12720824,42
GdHSO5,"['Gd', 'H', 'S', 'O']","[4, 4, 4, 20]",-0.7496741574375019,-434.84964429,32
GdI3,"['Gd', 'I']","[2, 6]",-0.46740411624999467,-341.50624793,8
GdI3O9,"['Gd', 'I', 'O']","[4, 12, 36]",-0.18140062249999836,-906.57546437,52
GdIO,"['Gd', 'I', 'O']","[2, 2, 2]",-2.943343176666668,-221.04585306,6
GdN,"['Gd', 'N']","[1, 1]",-1.7976666149999971,-71.74290673,2
GdP,"['Gd', 'P']","[1, 1]",-1.7167697399999966,-72.70568162,2
GdP3O9,"['Gd', 'P', 'O']","[2, 6, 18]",-1.8109758350000003,-338.06692555,26
GdP5,"['Gd', 'P']","[2, 10]",1.5307736558333314,-203.44093753,12
GdPO4,"['Gd', 'P', 'O']","[4, 4, 16]",-1.1941130291666677,-404.23999326,24
GdPS,"['Gd', 'P', 'S']","[8, 8, 8]",2.536604725583331,-570.24578621,24
GdPS4,"['Gd', 'P', 'S']","[8, 8, 32]",0.9333657838749995,-817.16422951,48
GdS,"['Gd', 'S']","[1, 1]",-2.195635248500004,-72.87356581,2
GdS2,"['Gd', 'S']","[4, 8]",2.3302305219999986,-284.43999624,12
GdSe,"['Gd', 'Se']","[1, 1]",-1.9316776700000062,-82.79317253,2
GdSe2,"['Gd', 'Se']","[2, 4]",-1.7361071199999998,-208.40811148,6
GdSF,"['Gd', 'S', 'F']","[2, 2, 2]",-3.2710513856666714,-163.55948814,6
GdSI,"['Gd', 'S', 'I']","[2, 2, 2]",-1.9895377140000032,-222.24822191,6
GdTe,"['Gd', 'Te']","[1, 1]",-1.515019289999998,-98.95733858,2
GdTe2,"['Gd', 'Te']","[2, 4]",-1.418041144999999,-274.48964687,6
Ge,['Ge'],[4],0.0,-76.19388177,4
Ge2N2O,"['Ge', 'N', 'O']","[4, 4, 2]",-0.6725339889999986,-132.36562289,10
Ge3N4,"['Ge', 'N']","[6, 8]",-0.1804228657142874,-191.08630812,14
Ge4Se9,"['Ge', 'Se']","[16, 36]",-0.26639351749999973,-1041.00148175,52
GeO2,"['Ge', 'O']","[2, 4]",-1.875277071666666,-73.97184043,6
GeP2O7,"['Ge', 'P', 'O']","[2, 4, 14]",-2.262338137500001,-211.15785431,20
GeP3,"['Ge', 'P']","[2, 6]",0.03589261750000006,-100.2593119,8
GeS,"['Ge', 'S']","[4, 4]",-0.25962050350000077,-116.74454528,8
GeS2,"['Ge', 'S']","[16, 32]",-0.3795249434166668,-630.7818473,48
GeSe,"['Ge', 'Se']","[4, 4]",-0.19257428000000232,-157.998263,8
GeSe2,"['Ge', 'Se']","[2, 4]",-0.282805588333332,-120.05750229,6
GeTe,"['Ge', 'Te']","[1, 1]",-0.13416489499999784,-56.38022979,2
GeTe2O6,"['Ge', 'Te', 'O']","[2, 4, 12]",-1.4267319038888882,-285.90130827,18
H,['H'],[4],0.0,-16.34761584,4
H10SeO8,"['H', 'Se', 'O']","[20, 2, 16]",-0.9864553215789472,-245.1848486,38
H10SO8,"['H', 'S', 'O']","[20, 2, 16]",-1.174650168,-231.44120901,38
H20C3N4O10,"['H', 'C', 'N', 'O']","[20, 3, 4, 10]",-0.9205657240540543,-232.10682379,37
H2O,"['H', 'O']","[24, 12]",-1.0729886563888893,-195.38712563,36
H2Pb3O4,"['H', 'Pb', 'O']","[8, 12, 16]",-1.159828310833335,-1076.64133119,36
H2Pb4SO8,"['H', 'Pb', 'S', 'O']","[4, 8, 2, 16]",-1.3678955471333325,-778.42456904,30
H2S,"['H', 'S']","[16, 8]",-0.18288338441666716,-136.59636373,24
H2SO4,"['H', 'S', 'O']","[4, 2, 8]",-1.263071844571428,-99.98115245,14
H34C19,"['H', 'C']","[68, 38]",-0.1615667338679242,-635.50561179,106
H3ClO5,"['H', 'Cl', 'O']","[12, 4, 20]",-0.5119006138888891,-214.4638381,36
H3CS,"['H', 'C', 'S']","[24, 8, 8]",-0.15290501790000022,-246.69537122,40
H3N,"['H', 'N']","[12, 4]",-0.35561905687499973,-84.26959891,16
H3NO4,"['H', 'N', 'O']","[12, 4, 16]",-0.7159261575000002,-199.98204304,32
H3OF,"['H', 'O', 'F']","[12, 4, 4]",-1.3555860459999998,-107.11707732,20
H4BrN,"['H', 'Br', 'N']","[8, 2, 2]",-0.6255245716666676,-92.00648886,12
H4CN2O,"['H', 'C', 'N', 'O']","[8, 2, 4, 2]",-0.5808313231249995,-106.55508617,16
H4CSN2,"['H', 'C', 'S', 'N']","[16, 4, 4, 8]",-0.26666350025000085,-216.90720526,32
H4I3N,"['H', 'I', 'N']","[16, 12, 4]",-0.3892178975,-544.92809672,32
H4IN,"['H', 'I', 'N']","[8, 2, 2]",-0.4881031249999997,-125.4009895,12
H4NF,"['H', 'N', 'F']","[8, 2, 2]",-0.9484141441666658,-64.54690593,12
H4OF2,"['H', 'O', 'F']","[16, 4, 8]",-1.4375520257142855,-148.00899152,28
H4SO5,"['H', 'S', 'O']","[16, 4, 20]",-1.2417988444499997,-266.52142503,40
H5BrO2,"['H', 'Br', 'O']","[20, 4, 8]",-0.9543000740625001,-225.46465237,32
H5ClO2,"['H', 'Cl', 'O']","[20, 4, 8]",-0.9948595753124998,-181.63138841,32
H5N2Cl,"['H', 'N', 'Cl']","[20, 8, 4]",-0.4119478878124996,-188.00124641,32
H5NF2,"['H', 'N', 'F']","[20, 4, 8]",-1.1594664134374995,-171.18697603,32
H6OF4,"['H', 'O', 'F']","[12, 2, 8]",-1.503630115,-114.71080833,22
H7C3N3O5,"['H', 'C', 'N', 'O']","[14, 6, 6, 10]",-0.8350732091666673,-256.23162753,36
H7IN2,"['H', 'I', 'N']","[28, 4, 8]",-0.4404754685,-335.28621674,40
H7N2F,"['H', 'N', 'F']","[28, 8, 4]",-0.7211790387500002,-213.75872795,40
H7NF4,"['H', 'N', 'F']","[14, 2, 8]",-1.3258218770833328,-126.61392885,24
H8NF5,"['H', 'N', 'F']","[16, 2, 10]",-1.363923527499999,-146.86015177,28
H8S5N2,"['H', 'S', 'N']","[32, 20, 8]",-0.30058347616666764,-395.19230283,60
H8SN2O4,"['H', 'S', 'N', 'O']","[32, 4, 8, 16]",-0.9351283766333334,-377.86338385,60
H8WS4N2,"['H', 'W', 'S', 'N']","[32, 4, 16, 8]",-0.4662712290333332,-645.92614675,60
HBr,"['H', 'Br']","[2, 2]",-0.3588703249999998,-46.6458283,4
HCl,"['H', 'Cl']","[2, 2]",-0.5917189225000001,-25.01163869,4
Hf,['Hf'],[2],0.0,-125.41705574,2
HF,"['H', 'F']","[2, 2]",-1.5289638174999998,-19.99194447,4
Hf2N,"['Hf', 'N']","[4, 2]",-1.3928747666666652,-277.7585956,6
Hf2P,"['Hf', 'P']","[24, 12]",-1.0671077283333323,-1668.3187839,36
Hf2P2O9,"['Hf', 'P', 'O']","[4, 4, 18]",-3.2244548488461535,-487.10709563,26
Hf2S,"['Hf', 'S']","[4, 2]",-1.138229362333334,-276.9001668,6
Hf3N4,"['Hf', 'N']","[6, 8]",-1.8699811400000013,-476.70012396,14
Hf3P,"['Hf', 'P']","[24, 8]",-0.8518633509375064,-1615.52956435,32
Hf3P2,"['Hf', 'P']","[12, 8]",-1.228237182500004,-860.33268077,20
Hf3Te2,"['Hf', 'Te']","[3, 2]",-0.704118840000001,-265.7728942,5
Hf5Te4,"['Hf', 'Te']","[5, 4]",-0.7705857922222208,-468.73137213,9
HfH2,"['Hf', 'H']","[1, 2]",-0.5464794000000003,-71.2554382,3
HfN,"['Hf', 'N']","[1, 1]",-1.9665819499999984,-75.9253374,2
HfO2,"['Hf', 'O']","[4, 8]",-3.929087474999998,-347.2294057,12
HfP,"['Hf', 'P']","[4, 4]",-1.386518726250003,-303.55911837,8
HfP2H6O10,"['Hf', 'P', 'H', 'O']","[2, 4, 12, 20]",-2.0731793321052634,-410.39167318,38
HfP2S6,"['Hf', 'P', 'S']","[2, 4, 12]",-0.7965032946666655,-296.80777162,18
HfS,"['Hf', 'S']","[1, 1]",-1.6735652685000062,-75.67402585,2
HfS2,"['Hf', 'S']","[1, 2]",-1.7775877946666678,-87.27805401,3
HfS3,"['Hf', 'S']","[2, 6]",-1.3586371677500004,-193.99646922,8
HfSe,"['Hf', 'Se']","[1, 1]",-1.2868410699999941,-85.34809933,2
HfSe2,"['Hf', 'Se']","[1, 2]",-1.4916146099999992,-107.31517821,3
HfSe3,"['Hf', 'Se']","[2, 6]",-1.12765931625,-254.83377767,8
HfTe2,"['Hf', 'Te']","[1, 2]",-0.9999755933333271,-139.83522678,3
HfTe5,"['Hf', 'Te']","[2, 10]",-0.6378207691666612,-503.70484923,12
HI,"['H', 'I']","[8, 8]",0.008499968750001585,-320.8796205,16
HNO3,"['H', 'N', 'O']","[8, 8, 24]",-0.44516680925,-267.44512837,40
HPb3ClO3,"['H', 'Pb', 'Cl', 'O']","[4, 12, 4, 12]",-1.2394894671874965,-1067.58752295,32
HPbBrO,"['H', 'Pb', 'Br', 'O']","[4, 4, 4, 4]",-1.189653073749998,-436.99992118,16
HPbClO,"['H', 'Pb', 'Cl', 'O']","[2, 2, 2, 2]",-1.2552235662499989,-196.45894053,8
HPbIO,"['H', 'Pb', 'I', 'O']","[4, 4, 4, 4]",-1.0077395131249993,-504.17642021,16
HPd,"['H', 'Pd']","[1, 1]",-0.12276240000000271,-36.4864748,2
HRhO2,"['H', 'Rh', 'O']","[2, 2, 4]",-1.1309629712499998,-108.03958177,8
HS7N,"['H', 'S', 'N']","[4, 28, 4]",0.012650239277778356,-319.80935415,36
HS8N,"['H', 'S', 'N']","[4, 32, 4]",0.03186829090000032,-357.46361238,40
I,['I'],[8],0.0,-293.3856234,8
I2O5,"['I', 'O']","[8, 20]",-0.3595907817857145,-426.57005189,28
IBr,"['I', 'Br']","[2, 2]",-0.20733362749999884,-112.47858651,4
ICl,"['I', 'Cl']","[8, 8]",-0.24714263374999845,-360.28895414,16
ICl2,"['I', 'Cl']","[2, 4]",-0.03002726166666747,-105.00109457,6
IF3,"['I', 'F']","[4, 12]",-1.4169395693749998,-211.17537831,16
IF7,"['I', 'F']","[2, 14]",-1.36711629875,-144.00039018,16
In,['In'],[2],0.0,-66.58988019,2
In2H10S3O17,"['In', 'H', 'S', 'O']","[4, 20, 6, 34]",-1.4132531187812498,-559.71018448,64
In2O3,"['In', 'O']","[16, 24]",-1.8782337957500004,-755.58681983,40
In2P3S9,"['In', 'P', 'S']","[8, 12, 36]",-0.4702755395000021,-763.85576716,56
In2PO5,"['In', 'P', 'O']","[4, 2, 10]",-2.1470585512500016,-249.9069661,16
In2S3,"['In', 'S']","[16, 24]",-0.7235042789500028,-792.50005867,40
In2S3O12,"['In', 'S', 'O']","[4, 6, 24]",-1.6734733847647074,-395.52713496,34
In2Se3,"['In', 'Se']","[12, 18]",-0.6328985186666652,-779.71226498,30
In2Te3O9,"['In', 'Te', 'O']","[8, 12, 36]",-1.4952827519642844,-1016.46443611,56
In2Te5,"['In', 'Te']","[4, 10]",-0.4092157857142849,-509.542621,14
In2TeO6,"['In', 'Te', 'O']","[6, 3, 18]",-1.6517331725925903,-466.36069666,27
In4Te3,"['In', 'Te']","[16, 12]",-0.42904502678571327,-989.49246075,28
In5Cl9,"['In', 'Cl']","[10, 18]",-1.1859960385714317,-507.79225608,28
In5S5Br,"['In', 'S', 'Br']","[10, 10, 2]",-0.7340094740909122,-483.58400856,22
In5S5Cl,"['In', 'S', 'Cl']","[10, 10, 2]",-0.763380901818186,-461.66459597,22
In7Cl9,"['In', 'Cl']","[28, 36]",-1.0936987595312502,-1285.52465461,64
In7Te10,"['In', 'Te']","[14, 20]",-0.49322484794117827,-1224.16624483,34
InBr,"['In', 'Br']","[2, 2]",-0.8544623374999993,-108.31049635,4
InBr2,"['In', 'Br']","[8, 16]",-1.0230856762500007,-597.33603223,24
